treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75
0.00E+000,2.30E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.60E+001,1.20E+001,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1.24E+004,1,1
0.00E+000,2.20E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.07E+004,1,1
0.00E+000,4.50E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.18E+004,1,1
0.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,9.23E+003,1,1
0.00E+000,2.40E+001,8.00E+000,0.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.06E+004,1,1
0.00E+000,3.40E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,6.04E+003,1,1
0.00E+000,2.40E+001,4.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.88E+003,1,1
0.00E+000,3.60E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.10E+001,1.40E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,5.78E+003,1,1
0.00E+000,2.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.70E+001,7.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,1.90E+001,1.10E+001,0.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.00E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.40E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,2.11E+003,1,1
0.00E+000,2.40E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.62E+003,1,1
0.00E+000,2.20E+001,8.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,9.92E+003,1,1
0.00E+000,2.50E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.20E+003,1,1
0.00E+000,3.90E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,1.90E+001,9.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,1.67E+004,1,1
0.00E+000,4.40E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,9.72E+003,1,1
0.00E+000,2.70E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.78E+003,1,1
0.00E+000,2.50E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.52E+003,1,1
0.00E+000,3.10E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.70E+004,1,1
0.00E+000,3.40E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.10E+001,7.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.30E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,5.97E+003,1,1
0.00E+000,1.80E+001,1.00E+001,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.86E+003,1,1
0.00E+000,2.60E+001,1.20E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,6.19E+003,1,1
0.00E+000,3.10E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,7.28E+003,1,1
0.00E+000,3.50E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.46E+002,1,1
0.00E+000,2.00E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.37E+003,1,1
0.00E+000,3.50E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.00E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.02E+003,1,1
0.00E+000,2.50E+001,9.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.58E+004,1,1
0.00E+000,2.70E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.14E+003,1,1
0.00E+000,2.00E+001,1.10E+001,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,6.38E+003,1,1
0.00E+000,2.60E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.18E+003,1,1
0.00E+000,3.80E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.40E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.95E+003,1,1
0.00E+000,1.90E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.20E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.15E+003,1,1
0.00E+000,2.00E+001,9.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,8.33E+003,1,1
0.00E+000,2.30E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.80E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.24E+004,1,1
0.00E+000,2.40E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.30E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,5.09E+003,1,1
0.00E+000,2.00E+001,7.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.37E+003,1,1
0.00E+000,2.10E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.55E+003,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.20E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,1.70E+003,1,1
0.00E+000,2.30E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.40E+001,1.20E+001,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1.13E+004,1,1
0.00E+000,2.90E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.40E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.46E+004,1,1
0.00E+000,2.20E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.29E+004,1,1
0.00E+000,2.80E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,5.77E+003,1,1
0.00E+000,1.80E+001,1.00E+001,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,6.53E+003,1,1
0.00E+000,2.60E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.93E+003,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.09E+004,1,1
0.00E+000,2.40E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.60E+001,5.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.60E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.47E+004,1,1
0.00E+000,2.20E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,3.42E+003,1,1
0.00E+000,2.70E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.12E+004,1,1
0.00E+000,2.90E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.40E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.20E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.40E+001,7.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.46E+003,1,1
0.00E+000,2.90E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1.89E+003,1,1
0.00E+000,2.50E+001,1.10E+001,0.00E+000,1.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,4.49E+003,1,1
0.00E+000,3.00E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1.36E+004,1,1
0.00E+000,2.20E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.39E+003,1,1
0.00E+000,5.50E+001,3.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,5.84E+003,1,1
0.00E+000,2.00E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,8.60E+003,1,1
0.00E+000,3.40E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.92E+003,1,1
0.00E+000,2.20E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.20E+001,1.20E+001,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,6.74E+003,1,1
0.00E+000,3.10E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,5.00E+001,1.00E+001,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,4.48E+001,1,1
0.00E+000,2.30E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.80E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,3.70E+003,1,1
0.00E+000,4.20E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,6.93E+003,1,1
0.00E+000,3.90E+001,1.20E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,3.80E+003,1,1
0.00E+000,3.40E+001,1.30E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,5.19E+003,1,1
0.00E+000,2.40E+001,7.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.19E+003,1,1
0.00E+000,3.20E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.11E+004,1,1
0.00E+000,2.70E+001,1.30E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,7.61E+003,1,1
0.00E+000,2.60E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.17E+003,1,1
0.00E+000,4.40E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.26E+003,1,1
0.00E+000,2.50E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.80E+001,1.20E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.20E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.20E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,1.90E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,5.71E+003,1,1
0.00E+000,3.10E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.30E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,3.30E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.70E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.18E+003,1,1
0.00E+000,2.90E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,1.02E+004,1,1
0.00E+000,2.30E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,9.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,4.72E+003,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.90E+002,1,1
0.00E+000,2.40E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.80E+001,8.00E+000,0.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,8.19E+003,1,1
0.00E+000,2.60E+001,6.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.81E+003,1,1
0.00E+000,3.00E+001,1.40E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,7.34E+003,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.90E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.20E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.80E+001,1.30E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.30E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.35E+003,1,1
0.00E+000,5.40E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.81E+003,1,1
0.00E+000,3.30E+001,5.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.00E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.64E+003,1,1
0.00E+000,4.50E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.84E+003,1,1
0.00E+000,3.90E+001,6.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.60E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.30E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.70E+001,1.20E+001,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,1.48E+004,1,1
0.00E+000,3.30E+001,9.00E+000,0.00E+000,1.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.50E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,2.30E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.75E+003,1,1
0.00E+000,1.80E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.57E+003,1,1
0.00E+000,1.70E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,7.01E+003,1,1
0.00E+000,1.90E+001,9.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,3.81E+003,1,1
0.00E+000,1.80E+001,8.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.08E+004,1,1
0.00E+000,1.80E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.66E+003,1,1
0.00E+000,1.70E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,8.55E+003,1,1
0.00E+000,1.90E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.31E+003,1,1
0.00E+000,1.90E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,5.29E+003,1,1
0.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.25E+004,1,1
0.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.09E+004,1,1
0.00E+000,1.80E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.02E+002,1,1
0.00E+000,1.70E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,2.66E+003,1,1
0.00E+000,1.80E+001,7.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,4.13E+003,1,1
0.00E+000,1.80E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,1.13E+004,1,1
0.00E+000,1.90E+001,1.00E+001,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
0.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1,1
